city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,timezone
Alton,Alton,IN,Indiana,18025,Crawford,38.1211,-86.4195,America/Indiana/Marengo
Eagleville,Eagleville,CA,California,6049,Modoc,41.319,-120.1146,America/Los_Angeles
High Bridge,High Bridge,KY,Kentucky,21113,Jessamine,37.8299,-84.7096,America/New_York
Botines,Botines,TX,Texas,48479,Webb,27.7719,-99.4571,America/Chicago
Jacinto,Jacinto,MS,Mississippi,28003,Alcorn,34.7622,-88.4276,America/Chicago
Florence,Florence,IL,Illinois,17149,Pike,39.6288,-90.6108,America/Chicago
Byers,Byers,KS,Kansas,20151,Pratt,37.7879,-98.8671,America/Chicago
Valdez,Valdez,CO,Colorado,8071,Las Animas,37.1239,-104.6793,America/Denver
Stockham,Stockham,NE,Nebraska,31081,Hamilton,40.7164,-97.9434,America/Chicago
Apache Creek,Apache Creek,NM,New Mexico,35003,Catron,33.8486,-108.6141,America/Denver
Millbrook Colony,Millbrook Colony,SD,South Dakota,46061,Hanson,43.67,-97.8717,America/Chicago
Concord,Concord,KY,Kentucky,21135,Lewis,38.6876,-83.4915,America/New_York
Tamora,Tamora,NE,Nebraska,31159,Seward,40.8945,-97.2252,America/Chicago
Tunis,Tunis,TX,Texas,48051,Burleson,30.544,-96.528,America/Chicago
Gann Valley,Gann Valley,SD,South Dakota,46017,Buffalo,44.0336,-98.9887,America/Chicago
Argo,Argo,IA,Iowa,19163,Scott,41.6258,-90.4341,America/Chicago
Mildred,Mildred,KS,Kansas,20001,Allen,38.0235,-95.1717,America/Chicago
Sumner,Sumner,OK,Oklahoma,40103,Noble,36.3182,-97.1179,America/Chicago
Marineland,Marineland,FL,Florida,12035,Flagler,29.6657,-81.2138,America/New_York
Mountain City,Mountain City,NV,Nevada,32007,Elko,41.8374,-115.9633,America/Los_Angeles
Graniteville,Graniteville,CA,California,6057,Nevada,39.4442,-120.7361,America/Los_Angeles
Bazile Mills,Bazile Mills,NE,Nebraska,31107,Knox,42.5124,-97.9083,America/Chicago
Triplett,Triplett,MO,Missouri,29041,Chariton,39.4984,-93.1938,America/Chicago
Lutak,Lutak,AK,Alaska,2100,Haines,59.3997,-135.6314,America/Juneau
Huntley,Huntley,WY,Wyoming,56015,Goshen,41.9316,-104.1439,America/Denver
Saline City,Saline City,IN,Indiana,18021,Clay,39.3653,-87.1322,America/Indiana/Indianapolis
Colliers,Colliers,WV,West Virginia,54009,Brooke,40.3651,-80.5377,America/New_York
Tavistock,Tavistock,NJ,New Jersey,34007,Camden,39.8758,-75.0273,America/New_York
Wolf Creek,Wolf Creek,MT,Montana,30049,Lewis and Clark,47.0059,-112.07,America/Denver
Silvana,Silvana,WA,Washington,53061,Snohomish,48.2018,-122.2459,America/Los_Angeles
Rafael Pena,Rafael Pena,TX,Texas,48427,Starr,26.301,-98.6409,America/Chicago
South Lineville,South Lineville,MO,Missouri,29129,Mercer,40.5785,-93.5242,America/Chicago
Martinez,Martinez,TX,Texas,48427,Starr,26.4221,-98.7529,America/Chicago
Ogallah,Ogallah,KS,Kansas,20195,Trego,38.9946,-99.7326,America/Chicago
Impact,Impact,TX,Texas,48441,Taylor,32.5002,-99.7465,America/Chicago
Stillwell,Stillwell,IN,Indiana,18091,LaPorte,41.5559,-86.6028,America/Chicago
Le Roy,Le Roy,IA,Iowa,19053,Decatur,40.8779,-93.5926,America/Chicago
Nikolski,Nikolski,AK,Alaska,2016,Aleutians West,53.0133,-168.7536,America/Nome
Mylo,Mylo,ND,North Dakota,38079,Rolette,48.6358,-99.6179,America/Chicago
Roseville,Roseville,IA,Iowa,19067,Floyd,43.0253,-92.8082,America/Chicago
Rosebud,Rosebud,MT,Montana,30087,Rosebud,46.2711,-106.4468,America/Denver
Brownsville,Brownsville,MD,Maryland,24043,Washington,39.3782,-77.6615,America/New_York
Big Rock,Big Rock,IA,Iowa,19163,Scott,41.7691,-90.8265,America/Chicago
Bartlett,Bartlett,IA,Iowa,19071,Fremont,40.8853,-95.7947,America/Chicago
Dewey,Dewey,MT,Montana,30001,Beaverhead,45.7764,-112.8553,America/Denver
Lorenzo,Lorenzo,NE,Nebraska,31033,Cheyenne,41.0576,-103.0821,America/Denver
Waterford,Waterford,MS,Mississippi,28093,Marshall,34.6494,-89.4575,America/Chicago
Kidder,Kidder,SD,South Dakota,46091,Marshall,45.8817,-97.7139,America/Chicago
Gross,Gross,NE,Nebraska,31015,Boyd,42.9461,-98.5697,America/Chicago
Indian Springs,Indian Springs,MD,Maryland,24043,Washington,39.6457,-78.0074,America/New_York
Bonanza,Bonanza,CO,Colorado,8109,Saguache,38.2966,-106.1419,America/Denver
Chalybeate,Chalybeate,MS,Mississippi,28139,Tippah,34.9319,-88.8703,America/Chicago
Texola,Texola,OK,Oklahoma,40009,Beckham,35.2225,-99.993,America/Chicago
Byron,Byron,OK,Oklahoma,40003,Alfalfa,36.9014,-98.2944,America/Chicago
Sawpit,Sawpit,CO,Colorado,8113,San Miguel,37.9947,-108.0021,America/Denver
Garland,Garland,KS,Kansas,20011,Bourbon,37.7305,-94.6244,America/Chicago
Hannah,Hannah,ND,North Dakota,38019,Cavalier,48.9729,-98.6903,America/Chicago
Jefferson,Jefferson,OK,Oklahoma,40053,Grant,36.7203,-97.7909,America/Chicago
Walcott,Walcott,AR,Arkansas,5055,Greene,36.0454,-90.6722,America/Chicago
Elrod,Elrod,IN,Indiana,18137,Ripley,39.0548,-85.1638,America/Indiana/Indianapolis
Harris,Harris,KS,Kansas,20003,Anderson,38.3206,-95.445,America/Chicago
Silesia,Silesia,MT,Montana,30009,Carbon,45.556,-108.8368,America/Denver
Knowles,Knowles,OK,Oklahoma,40007,Beaver,36.8729,-100.1924,America/Chicago
Hiko,Hiko,NV,Nevada,32017,Lincoln,37.6063,-115.2018,America/Los_Angeles
Opolis,Opolis,KS,Kansas,20037,Crawford,37.3449,-94.6245,America/Chicago
Fontana Dam,Fontana Dam,NC,North Carolina,37075,Graham,35.4328,-83.8248,America/New_York
Kupreanof,Kupreanof,AK,Alaska,2195,Petersburg,56.809,-132.9889,America/Sitka
Auburn,Auburn,ND,North Dakota,38099,Walsh,48.5066,-97.4368,America/Chicago
Carlton,Carlton,TX,Texas,48193,Hamilton,31.9197,-98.1714,America/Chicago
Irena,Irena,MO,Missouri,29227,Worth,40.5403,-94.3899,America/Chicago
Little Valley,Little Valley,CA,California,6035,Lassen,40.8931,-121.178,America/Los_Angeles
Alamo Lake,Alamo Lake,AZ,Arizona,4012,La Paz,34.2588,-113.5079,America/Phoenix
Lonetree,Lonetree,WY,Wyoming,56041,Uinta,41.0273,-110.1536,America/Denver
El Capitan,El Capitan,AZ,Arizona,4007,Gila,33.2383,-110.7833,America/Phoenix
Lynn,Lynn,CO,Colorado,8071,Las Animas,37.4219,-104.6431,America/Denver
Raleigh,Raleigh,ND,North Dakota,38037,Grant,46.3572,-101.3054,America/Denver
Lost River,Lost River,ID,Idaho,16037,Custer,43.7326,-113.5577,America/Boise
Plainview,Plainview,IA,Iowa,19163,Scott,41.6672,-90.7801,America/Chicago
Coosawhatchie,Coosawhatchie,SC,South Carolina,45053,Jasper,32.5851,-80.9328,America/New_York
Surprise Creek Colony,Surprise Creek Colony,MT,Montana,30045,Judith Basin,47.1706,-110.3397,America/Denver
Money Island,Money Island,NJ,New Jersey,34011,Cumberland,39.2855,-75.2352,America/New_York
Latimer,Latimer,KS,Kansas,20127,Morris,38.7386,-96.8459,America/Chicago
Kramer,Kramer,NE,Nebraska,31109,Lancaster,40.5913,-96.8734,America/Chicago
Santel,Santel,TX,Texas,48427,Starr,26.3756,-98.8833,America/Chicago
Towner,Towner,CO,Colorado,8061,Kiowa,38.4705,-102.0804,America/Denver
Granite,Granite,OR,Oregon,41023,Grant,44.81,-118.4187,America/Los_Angeles
Waldron,Waldron,KS,Kansas,20077,Harper,37.0018,-98.1825,America/Chicago
Anatone,Anatone,WA,Washington,53003,Asotin,46.1354,-117.1322,America/Los_Angeles
Brockway,Brockway,MT,Montana,30055,McCone,47.2992,-105.7645,America/Denver
Pillsbury,Pillsbury,ND,North Dakota,38003,Barnes,47.2071,-97.7957,America/Chicago
Gapland,Gapland,MD,Maryland,24043,Washington,39.4021,-77.6584,America/New_York
Live Oak,Live Oak,SC,South Carolina,45051,Horry,34.056,-78.9397,America/New_York
Leal,Leal,ND,North Dakota,38003,Barnes,47.1049,-98.3155,America/Chicago
Lime Village,Lime Village,AK,Alaska,2050,Bethel,61.327,-155.3181,America/Anchorage
Kingsbury Colony,Kingsbury Colony,MT,Montana,30073,Pondera,48.3044,-112.4846,America/Denver
Norway,Norway,KS,Kansas,20157,Republic,39.6965,-97.7738,America/Chicago
Edson,Edson,KS,Kansas,20181,Sherman,39.335,-101.5495,America/Denver
Goodland,Goodland,MN,Minnesota,27061,Itasca,47.1636,-93.1376,America/Chicago
Sherwood,Sherwood,TN,Tennessee,47051,Franklin,35.0749,-85.9259,America/Chicago
Donaldson,Donaldson,MN,Minnesota,27069,Kittson,48.5749,-96.8992,America/Chicago
Gutierrez,Gutierrez,TX,Texas,48427,Starr,26.34,-98.6319,America/Chicago
Coolin,Coolin,ID,Idaho,16017,Bonner,48.476,-116.8441,America/Los_Angeles
Broadland,Broadland,SD,South Dakota,46005,Beadle,44.4938,-98.3466,America/Chicago
Cuyama,Cuyama,CA,California,6083,Santa Barbara,34.9312,-119.6148,America/Los_Angeles
Goodenow,Goodenow,IL,Illinois,17197,Will,41.3922,-87.6397,America/Chicago
Stevens Village,Stevens Village,AK,Alaska,2290,Yukon-Koyukuk,66.025,-149.0802,America/Anchorage
Glenn,Glenn,GA,Georgia,13149,Heard,33.1493,-85.2092,America/New_York
Elbert,Elbert,TX,Texas,48447,Throckmorton,33.2747,-99.0021,America/Chicago
Bloomfield,Bloomfield,MT,Montana,30021,Dawson,47.4123,-104.919,America/Denver
Danvers,Danvers,MT,Montana,30027,Fergus,47.2283,-109.713,America/Denver
Ypsilanti,Ypsilanti,ND,North Dakota,38093,Stutsman,46.7834,-98.561,America/Chicago
Centerville,Centerville,MT,Montana,30013,Cascade,47.3844,-111.1432,America/Denver
Jennings,Jennings,MD,Maryland,24023,Garrett,39.6487,-79.1835,America/New_York
Moss Landing,Moss Landing,CA,California,6053,Monterey,36.8019,-121.7872,America/Los_Angeles
Wales,Wales,ND,North Dakota,38019,Cavalier,48.8952,-98.6008,America/Chicago
Bridgeport,Bridgeport,KS,Kansas,20169,Saline,38.6272,-97.614,America/Chicago
Stockville,Stockville,NE,Nebraska,31063,Frontier,40.5335,-100.3846,America/Chicago
Lindsay,Lindsay,MT,Montana,30021,Dawson,47.2249,-105.1528,America/Denver
Vail,Vail,PA,Pennsylvania,42013,Blair,40.7011,-78.2139,America/New_York
Santa Monica,Santa Monica,TX,Texas,48489,Willacy,26.3654,-97.59,America/Chicago
Granger,Granger,MO,Missouri,29199,Scotland,40.467,-91.9736,America/Chicago
Lovelaceville,Lovelaceville,KY,Kentucky,21007,Ballard,36.9672,-88.8335,America/Chicago
Loraine,Loraine,ND,North Dakota,38075,Renville,48.8683,-101.5678,America/Chicago
Point View,Point View,PA,Pennsylvania,42013,Blair,40.4895,-78.2419,America/New_York
Bolan,Bolan,IA,Iowa,19195,Worth,43.3735,-93.1085,America/Chicago
Winigan,Winigan,MO,Missouri,29211,Sullivan,40.0468,-92.9018,America/Chicago
Parks,Parks,NE,Nebraska,31057,Dundy,40.0436,-101.7251,America/Denver
Arvada,Arvada,WY,Wyoming,56033,Sheridan,44.6621,-106.1418,America/Denver
Sleeping Buffalo,Sleeping Buffalo,MT,Montana,30071,Phillips,48.483,-107.5319,America/Denver
Butler,Butler,SD,South Dakota,46037,Day,45.262,-97.7117,America/Chicago
Tolu,Tolu,KY,Kentucky,21055,Crittenden,37.4337,-88.2454,America/Chicago
Whitetail,Whitetail,MT,Montana,30019,Daniels,48.8966,-105.1619,America/Denver
Lamar,Lamar,NE,Nebraska,31029,Chase,40.5725,-101.9793,America/Denver
Salmon Creek,Salmon Creek,CA,California,6097,Sonoma,38.3462,-123.0595,America/Los_Angeles
Frenchtown-Rumbly,Frenchtown-Rumbly,MD,Maryland,24039,Somerset,38.0831,-75.8521,America/New_York
Lakeside,Lakeside,CO,Colorado,8059,Jefferson,39.7802,-105.0579,America/Denver
Hillside Acres,Hillside Acres,TX,Texas,48479,Webb,27.6762,-99.1777,America/Chicago
Lambert,Lambert,OK,Oklahoma,40003,Alfalfa,36.6832,-98.4237,America/Chicago
Washington Park,Washington Park,AZ,Arizona,4007,Gila,34.3978,-111.2731,America/Phoenix
Harrison,Harrison,SD,South Dakota,46043,Douglas,43.431,-98.5268,America/Chicago
Pinehaven,Pinehaven,NM,New Mexico,35031,McKinley,35.3357,-108.671,America/Denver
Birch River,Birch River,WV,West Virginia,54067,Nicholas,38.4961,-80.7497,America/New_York
Harwood,Harwood,MO,Missouri,29217,Vernon,37.9567,-94.1541,America/Chicago
Brownlee,Brownlee,NE,Nebraska,31031,Cherry,42.2893,-100.6241,America/Chicago
Sugarloaf Village,Sugarloaf Village,CA,California,6107,Tulare,35.8269,-118.6354,America/Los_Angeles
Wide Ruins,Wide Ruins,AZ,Arizona,4001,Apache,35.4176,-109.4994,America/Denver
Snowslip,Snowslip,MT,Montana,30029,Flathead,48.2648,-113.446,America/Denver
Los Ybanez,Los Ybanez,TX,Texas,48115,Dawson,32.7188,-101.9174,America/Chicago
Racetrack,Racetrack,MT,Montana,30077,Powell,46.277,-112.7436,America/Denver
Fox Park,Fox Park,WY,Wyoming,56001,Albany,41.0801,-106.1534,America/Denver
St. Charles,St. Charles,SD,South Dakota,46053,Gregory,43.0881,-99.0949,America/Chicago
Roxbury,Roxbury,KS,Kansas,20113,McPherson,38.5511,-97.4274,America/Chicago
Duncan Ranch Colony,Duncan Ranch Colony,MT,Montana,30107,Wheatland,46.4418,-110.0261,America/Denver
Lake Buena Vista,Lake Buena Vista,FL,Florida,12095,Orange,28.379,-81.5262,America/New_York
Buckshot,Buckshot,AZ,Arizona,4027,Yuma,32.7404,-114.4829,America/Phoenix
Dudley,Dudley,SD,South Dakota,46047,Fall River,43.3082,-103.8192,America/Denver
Ragan,Ragan,NE,Nebraska,31083,Harlan,40.3108,-99.2896,America/Chicago
Chinquapin,Chinquapin,NC,North Carolina,37061,Duplin,34.8318,-77.8207,America/New_York
Nash,Nash,ND,North Dakota,38099,Walsh,48.4778,-97.5245,America/Chicago
Calio,Calio,ND,North Dakota,38019,Cavalier,48.6238,-98.938,America/Chicago
Champ,Champ,MO,Missouri,29189,St. Louis,38.745,-90.4537,America/Chicago
Mogollon,Mogollon,NM,New Mexico,35003,Catron,33.4034,-108.7992,America/Denver
Metz,Metz,MO,Missouri,29217,Vernon,37.9965,-94.443,America/Chicago
White Rock,White Rock,SD,South Dakota,46109,Roberts,45.9248,-96.576,America/Chicago
Corley,Corley,IA,Iowa,19165,Shelby,41.5776,-95.3308,America/Chicago
Kinbrae,Kinbrae,MN,Minnesota,27105,Nobles,43.8266,-95.4823,America/Chicago
Megargel,Megargel,AL,Alabama,1099,Monroe,31.3781,-87.4307,America/Chicago
Peerless,Peerless,MT,Montana,30019,Daniels,48.7822,-105.8304,America/Denver
Iatan,Iatan,MO,Missouri,29165,Platte,39.4791,-94.9848,America/Chicago
Red Devil,Red Devil,AK,Alaska,2050,Bethel,61.7735,-157.3461,America/Anchorage
Whitley Gardens,Whitley Gardens,CA,California,6079,San Luis Obispo,35.6574,-120.507,America/Los_Angeles
Cooperton,Cooperton,OK,Oklahoma,40075,Kiowa,34.8665,-98.8759,America/Chicago
Ganister,Ganister,PA,Pennsylvania,42013,Blair,40.4736,-78.2266,America/New_York
Storla,Storla,SD,South Dakota,46003,Aurora,43.8625,-98.3526,America/Chicago
Hopeton,Hopeton,OK,Oklahoma,40151,Woods,36.6882,-98.662,America/Chicago
Lupton,Lupton,AZ,Arizona,4001,Apache,35.3547,-109.0527,America/Denver
Loveland,Loveland,OK,Oklahoma,40141,Tillman,34.3046,-98.7708,America/Chicago
Lotsee,Lotsee,OK,Oklahoma,40143,Tulsa,36.1334,-96.2091,America/Chicago
River Bend,River Bend,MO,Missouri,29095,Jackson,39.1841,-94.3941,America/Chicago
Ketchuptown,Ketchuptown,SC,South Carolina,45051,Horry,34.1091,-79.1557,America/New_York
Iago,Iago,TX,Texas,48481,Wharton,29.2665,-95.963,America/Chicago
River Sioux,River Sioux,IA,Iowa,19085,Harrison,41.8024,-96.0479,America/Chicago
Princeton,Princeton,AR,Arkansas,5039,Dallas,33.9775,-92.6241,America/Chicago
Four Mile Road,Four Mile Road,AK,Alaska,2290,Yukon-Koyukuk,64.6045,-149.1223,America/Anchorage
Bantry,Bantry,ND,North Dakota,38049,McHenry,48.4973,-100.6095,America/Chicago
Green Hills,Green Hills,PA,Pennsylvania,42125,Washington,40.1153,-80.3049,America/New_York
Banks,Banks,ID,Idaho,16015,Boise,44.0777,-116.1278,America/Boise
Laird,Laird,CO,Colorado,8125,Yuma,40.0819,-102.102,America/Denver
Emerald,Emerald,NE,Nebraska,31109,Lancaster,40.8131,-96.8354,America/Chicago
Riceville,Riceville,MT,Montana,30013,Cascade,47.2202,-110.9262,America/Denver
San Fidel,San Fidel,NM,New Mexico,35006,Cibola,35.1025,-107.5975,America/Denver
Cave,Cave,MO,Missouri,29113,Lincoln,39.0214,-91.0483,America/Chicago
Thurmond,Thurmond,WV,West Virginia,54019,Fayette,37.961,-81.0796,America/New_York
Woodruff,Woodruff,KS,Kansas,20147,Phillips,39.9876,-99.4316,America/Chicago
Ruso,Ruso,ND,North Dakota,38055,McLean,47.8373,-100.9343,America/Chicago
Beluga,Beluga,AK,Alaska,2122,Kenai Peninsula,61.1868,-151.1637,America/Anchorage
Canyondam,Canyondam,CA,California,6063,Plumas,40.1698,-121.0771,America/Los_Angeles
Verdon,Verdon,SD,South Dakota,46013,Brown,45.2442,-98.0992,America/Chicago
Albee,Albee,SD,South Dakota,46051,Grant,45.0513,-96.5535,America/Chicago
Jacksonville,Jacksonville,IA,Iowa,19165,Shelby,41.6452,-95.1515,America/Chicago
Gilbert,Gilbert,AR,Arkansas,5129,Searcy,35.9905,-92.7166,America/Chicago
Cowles,Cowles,NE,Nebraska,31181,Webster,40.1714,-98.4491,America/Chicago
Heil,Heil,ND,North Dakota,38037,Grant,46.3892,-101.7012,America/Denver
Whitlash,Whitlash,MT,Montana,30051,Liberty,48.9089,-111.2519,America/Denver
Larson,Larson,ND,North Dakota,38013,Burke,48.8916,-102.8626,America/Chicago
New Holland,New Holland,SD,South Dakota,46043,Douglas,43.4288,-98.6075,America/Chicago
Bigelow,Bigelow,MO,Missouri,29087,Holt,40.1098,-95.2894,America/Chicago
Drummond,Drummond,ID,Idaho,16043,Fremont,43.9996,-111.3433,America/Boise
Boy River,Boy River,MN,Minnesota,27021,Cass,47.1679,-94.1242,America/Chicago
Niarada,Niarada,MT,Montana,30029,Flathead,47.8309,-114.5578,America/Denver
Birch Creek,Birch Creek,AK,Alaska,2290,Yukon-Koyukuk,66.2686,-145.8699,America/Anchorage
Berkley,Berkley,IA,Iowa,19015,Boone,41.9465,-94.1136,America/Chicago
Three Creeks,Three Creeks,MO,Missouri,29219,Warren,38.5758,-90.9971,America/Chicago
The Ranch,The Ranch,MN,Minnesota,27087,Mahnomen,47.3198,-95.6952,America/Chicago
Valley-Hi,Valley-Hi,PA,Pennsylvania,42057,Fulton,40.0299,-78.1917,America/New_York
Penalosa,Penalosa,KS,Kansas,20095,Kingman,37.7156,-98.3202,America/Chicago
Athelstan,Athelstan,IA,Iowa,19173,Taylor,40.5727,-94.5426,America/Chicago
Pastura,Pastura,NM,New Mexico,35019,Guadalupe,34.7851,-104.9421,America/Denver
Portage Creek,Portage Creek,AK,Alaska,2070,Dillingham,58.9054,-157.6698,America/Anchorage
Highgate Springs,Highgate Springs,VT,Vermont,50011,Franklin,44.9782,-73.1056,America/New_York
Churchs Ferry,Churchs Ferry,ND,North Dakota,38071,Ramsey,48.2686,-99.1944,America/Chicago
Lost Springs,Lost Springs,WY,Wyoming,56009,Converse,42.7652,-104.9255,America/Denver
Grano,Grano,ND,North Dakota,38075,Renville,48.6153,-101.5892,America/Chicago
McBaine,McBaine,MO,Missouri,29019,Boone,38.8837,-92.4551,America/Chicago
Stoneridge,Stoneridge,NM,New Mexico,35006,Cibola,35.3019,-108.1034,America/Denver
Cedar Point,Cedar Point,KS,Kansas,20017,Chase,38.26,-96.8225,America/Chicago
Lowry,Lowry,SD,South Dakota,46129,Walworth,45.3155,-99.9812,America/Chicago
Corning,Corning,MO,Missouri,29087,Holt,40.2486,-95.4545,America/Chicago
Saltaire,Saltaire,NY,New York,36103,Suffolk,40.6389,-73.1949,America/New_York
Port Tobacco Village,Port Tobacco Village,MD,Maryland,24017,Charles,38.5124,-77.0211,America/New_York
Beaconsfield,Beaconsfield,IA,Iowa,19159,Ringgold,40.8075,-94.0507,America/Chicago
Bankston,Bankston,IA,Iowa,19061,Dubuque,42.5074,-90.9613,America/Chicago
McCarthy,McCarthy,AK,Alaska,2066,Copper River,61.4539,-142.8648,America/Anchorage
Purty Rock,Purty Rock,NM,New Mexico,35031,McKinley,35.4903,-108.8954,America/Denver
Saint Catharine,Saint Catharine,MO,Missouri,29115,Linn,39.7986,-92.995,America/Chicago
Goldcreek,Goldcreek,MT,Montana,30077,Powell,46.5838,-112.9284,America/Denver
Stotesbury,Stotesbury,MO,Missouri,29217,Vernon,37.9744,-94.5645,America/Chicago
Kelly,Kelly,KS,Kansas,20131,Nemaha,39.7368,-96.0008,America/Chicago
Arlington,Arlington,WY,Wyoming,56007,Carbon,41.6053,-106.1997,America/Denver
Monowi,Monowi,NE,Nebraska,31015,Boyd,42.8307,-98.3296,America/Chicago
Lakeshore Resort,Lakeshore Resort,IN,Indiana,18047,Franklin,39.5143,-85.0208,America/Indiana/Indianapolis
Fostoria,Fostoria,PA,Pennsylvania,42013,Blair,40.6191,-78.3198,America/New_York
Ursine,Ursine,NV,Nevada,32017,Lincoln,37.9771,-114.2289,America/Los_Angeles
Hillsview,Hillsview,SD,South Dakota,46089,McPherson,45.6642,-99.5607,America/Chicago
Sugarloaf Saw Mill,Sugarloaf Saw Mill,CA,California,6107,Tulare,35.8345,-118.6167,America/Los_Angeles
Middleburg,Middleburg,MD,Maryland,24043,Washington,39.7177,-77.7239,America/New_York
McGaffey,McGaffey,NM,New Mexico,35031,McKinley,35.372,-108.5207,America/Denver
Dublin,Dublin,MS,Mississippi,28027,Coahoma,34.0727,-90.4892,America/Chicago
Lamar,Lamar,MS,Mississippi,28009,Benton,34.9123,-89.3151,America/Chicago
Johnsville,Johnsville,CA,California,6063,Plumas,39.7663,-120.713,America/Los_Angeles
Cora,Cora,WY,Wyoming,56035,Sublette,42.9576,-109.9916,America/Denver
Tazewell,Tazewell,GA,Georgia,13197,Marion,32.3796,-84.4401,America/New_York
Barton,Barton,ND,North Dakota,38069,Pierce,48.5093,-100.1734,America/Chicago
Blanchard,Blanchard,ND,North Dakota,38097,Traill,47.3432,-97.2228,America/Chicago
Buck Meadows,Buck Meadows,CA,California,6043,Mariposa,37.8104,-120.0687,America/Los_Angeles
Florida,Florida,MO,Missouri,29137,Monroe,39.493,-91.7906,America/Chicago
Topock,Topock,AZ,Arizona,4015,Mohave,34.72,-114.4789,America/Phoenix
Toyei,Toyei,AZ,Arizona,4001,Apache,35.7043,-109.9371,America/Denver
Tierra Dorada,Tierra Dorada,TX,Texas,48427,Starr,26.4007,-98.9213,America/Chicago
Valle Hermoso,Valle Hermoso,TX,Texas,48427,Starr,26.3823,-98.7871,America/Chicago
Paradise,Paradise,MO,Missouri,29047,Clay,39.4289,-94.5127,America/Chicago
Posey,Posey,CA,California,6107,Tulare,35.8039,-118.6787,America/Los_Angeles
Poso Park,Poso Park,CA,California,6107,Tulare,35.8113,-118.6363,America/Los_Angeles
Freeport,Freeport,CA,California,6067,Sacramento,38.4636,-121.5022,America/Los_Angeles
Harborton,Harborton,VA,Virginia,51001,Accomack,37.6596,-75.8332,America/New_York
Harmony,Harmony,IL,Illinois,17111,McHenry,42.1589,-88.5286,America/Chicago
Ionia,Ionia,KS,Kansas,20089,Jewell,39.6626,-98.3439,America/Chicago
Delta City,Delta City,MS,Mississippi,28125,Sharkey,33.0738,-90.7925,America/Chicago
Norrie,Norrie,CO,Colorado,8097,Pitkin,39.328,-106.6562,America/Denver
Duchess Landing,Duchess Landing,OK,Oklahoma,40091,McIntosh,35.3985,-95.4165,America/Chicago
Newport Colony,Newport Colony,SD,South Dakota,46091,Marshall,45.6791,-97.9328,America/Chicago
Almanor,Almanor,CA,California,6063,Plumas,40.2146,-121.1763,America/Los_Angeles
Finley,Finley,OK,Oklahoma,40127,Pushmataha,34.3276,-95.498,America/Chicago
Grass Ranch Colony,Grass Ranch Colony,SD,South Dakota,46015,Brule,43.65,-98.8836,America/Chicago
Lakeview Colony,Lakeview Colony,SD,South Dakota,46023,Charles Mix,43.2202,-98.4564,America/Chicago
Cedar Grove Colony,Cedar Grove Colony,SD,South Dakota,46015,Brule,43.5317,-98.8045,America/Chicago
Platte Colony,Platte Colony,SD,South Dakota,46023,Charles Mix,43.4678,-99.1261,America/Chicago
Hillcrest Colony,Hillcrest Colony,SD,South Dakota,46025,Clark,44.9425,-97.6672,America/Chicago
Collins Colony,Collins Colony,SD,South Dakota,46025,Clark,44.5478,-97.7013,America/Chicago
Teegarden,Teegarden,IN,Indiana,18099,Marshall,41.465,-86.3775,America/Indiana/Indianapolis
Franklinville,Franklinville,IL,Illinois,17111,McHenry,42.2754,-88.5155,America/Chicago
Morales-Sanchez,Morales-Sanchez,TX,Texas,48505,Zapata,26.7876,-99.1147,America/Chicago
Likely,Likely,CA,California,6049,Modoc,41.2254,-120.5033,America/Los_Angeles
Dering Harbor,Dering Harbor,NY,New York,36103,Suffolk,41.0933,-72.3418,America/New_York
Port Murray,Port Murray,NJ,New Jersey,34041,Warren,40.7915,-74.924,America/New_York
Milford Colony,Milford Colony,MT,Montana,30049,Lewis and Clark,47.3282,-112.2127,America/Denver
Tab,Tab,IN,Indiana,18171,Warren,40.4149,-87.4773,America/Indiana/Indianapolis
West Louisville,West Louisville,KY,Kentucky,21059,Daviess,37.6986,-87.2875,America/Chicago
Susitna,Susitna,AK,Alaska,2170,Matanuska-Susitna,61.4935,-150.595,America/Anchorage
Hoot Owl,Hoot Owl,OK,Oklahoma,40097,Mayes,36.36,-95.1214,America/Chicago
Mountain View,Mountain View,NM,New Mexico,35029,Luna,32.2288,-107.7462,America/Denver
Lake Louise,Lake Louise,AK,Alaska,2170,Matanuska-Susitna,62.3423,-146.5875,America/Anchorage
Hartsel,Hartsel,CO,Colorado,8093,Park,39.0219,-105.7976,America/Denver
Llano del Medio,Llano del Medio,NM,New Mexico,35019,Guadalupe,35.1881,-105.1163,America/Denver
Modena,Modena,UT,Utah,49021,Iron,37.7947,-113.9275,America/Denver
Greenhorn,Greenhorn,OR,Oregon,41001,Baker,44.7087,-118.4968,America/Los_Angeles
Owl Creek,Owl Creek,WY,Wyoming,56017,Hot Springs,43.7819,-108.5679,America/Denver
Bergen,Bergen,ND,North Dakota,38049,McHenry,48.0037,-100.7199,America/Chicago
Indian Springs,Indian Springs,MT,Montana,30053,Lincoln,48.9534,-115.0446,America/Denver
Beirne,Beirne,AR,Arkansas,5019,Clark,33.8882,-93.2062,America/Chicago
Buffalo City,Buffalo City,AR,Arkansas,5005,Baxter,36.1677,-92.4388,America/Chicago
Lake Harbor,Lake Harbor,FL,Florida,12099,Palm Beach,26.6885,-80.8079,America/New_York
Zenith Colony,Zenith Colony,MT,Montana,30035,Glacier,48.8688,-112.3423,America/Denver
