city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,timezone
New York,New York,NY,New York,36081,Queens,40.6943,-73.9249,America/New_York
Los Angeles,Los Angeles,CA,California,6037,Los Angeles,34.1141,-118.4068,America/Los_Angeles
Chicago,Chicago,IL,Illinois,17031,Cook,41.8375,-87.6866,America/Chicago
Miami,Miami,FL,Florida,12086,Miami-Dade,25.784,-80.2101,America/New_York
Houston,Houston,TX,Texas,48201,Harris,29.786,-95.3885,America/Chicago
Dallas,Dallas,TX,Texas,48113,Dallas,32.7935,-96.7667,America/Chicago
Philadelphia,Philadelphia,PA,Pennsylvania,42101,Philadelphia,40.0077,-75.1339,America/New_York
Atlanta,Atlanta,GA,Georgia,13121,Fulton,33.7628,-84.422,America/New_York
Washington,Washington,DC,District of Columbia,11001,District of Columbia,38.9047,-77.0163,America/New_York
Boston,Boston,MA,Massachusetts,25025,Suffolk,42.3188,-71.0852,America/New_York
Phoenix,Phoenix,AZ,Arizona,4013,Maricopa,33.5722,-112.0892,America/Phoenix
Detroit,Detroit,MI,Michigan,26163,Wayne,42.3834,-83.1024,America/Detroit
Seattle,Seattle,WA,Washington,53033,King,47.6211,-122.3244,America/Los_Angeles
San Francisco,San Francisco,CA,California,6075,San Francisco,37.7558,-122.4449,America/Los_Angeles
San Diego,San Diego,CA,California,6073,San Diego,32.8313,-117.1222,America/Los_Angeles
Minneapolis,Minneapolis,MN,Minnesota,27053,Hennepin,44.9635,-93.2678,America/Chicago
Tampa,Tampa,FL,Florida,12057,Hillsborough,27.9945,-82.4447,America/New_York
Brooklyn,Brooklyn,NY,New York,36047,Kings,40.6501,-73.9496,America/New_York
Denver,Denver,CO,Colorado,8031,Denver,39.762,-104.8758,America/Denver
Queens,Queens,NY,New York,36081,Queens,40.7498,-73.7976,America/New_York
Riverside,Riverside,CA,California,6065,Riverside,33.9381,-117.3949,America/Los_Angeles
Las Vegas,Las Vegas,NV,Nevada,32003,Clark,36.2333,-115.2654,America/Los_Angeles
Baltimore,Baltimore,MD,Maryland,24510,Baltimore,39.3051,-76.6144,America/New_York
St. Louis,St. Louis,MO,Missouri,29510,St. Louis,38.6359,-90.2451,America/Chicago
Portland,Portland,OR,Oregon,41051,Multnomah,45.5371,-122.65,America/Los_Angeles
San Antonio,San Antonio,TX,Texas,48029,Bexar,29.4632,-98.5238,America/Chicago
Sacramento,Sacramento,CA,California,6067,Sacramento,38.5677,-121.4685,America/Los_Angeles
Austin,Austin,TX,Texas,48453,Travis,30.3005,-97.7522,America/Chicago
Orlando,Orlando,FL,Florida,12095,Orange,28.4773,-81.337,America/New_York
San Juan,San Juan,PR,Puerto Rico,72127,San Juan,18.3985,-66.061,America/Puerto_Rico
San Jose,San Jose,CA,California,6085,Santa Clara,37.3012,-121.848,America/Los_Angeles
Pittsburgh,Pittsburgh,PA,Pennsylvania,42003,Allegheny,40.4397,-79.9763,America/New_York
Indianapolis,Indianapolis,IN,Indiana,18097,Marion,39.7771,-86.1458,America/Indiana/Indianapolis
Manhattan,Manhattan,NY,New York,36061,New York,40.7834,-73.9662,America/New_York
Cincinnati,Cincinnati,OH,Ohio,39061,Hamilton,39.1413,-84.506,America/New_York
Kansas City,Kansas City,MO,Missouri,29095,Jackson,39.1238,-94.5541,America/Chicago
Cleveland,Cleveland,OH,Ohio,39035,Cuyahoga,41.4764,-81.6805,America/New_York
Columbus,Columbus,OH,Ohio,39049,Franklin,39.9862,-82.9855,America/New_York
Bronx,Bronx,NY,New York,36005,Bronx,40.8501,-73.8662,America/New_York
Virginia Beach,Virginia Beach,VA,Virginia,51810,Virginia Beach,36.7335,-76.0435,America/New_York
Charlotte,Charlotte,NC,North Carolina,37119,Mecklenburg,35.2083,-80.8303,America/New_York
Milwaukee,Milwaukee,WI,Wisconsin,55079,Milwaukee,43.0642,-87.9675,America/Chicago
Providence,Providence,RI,Rhode Island,44007,Providence,41.823,-71.4187,America/New_York
Jacksonville,Jacksonville,FL,Florida,12031,Duval,30.3322,-81.6749,America/New_York
Nashville,Nashville,TN,Tennessee,47037,Davidson,36.1715,-86.7842,America/Chicago
Salt Lake City,Salt Lake City,UT,Utah,49035,Salt Lake,40.7776,-111.9311,America/Denver
Raleigh,Raleigh,NC,North Carolina,37183,Wake,35.8324,-78.6429,America/New_York
Richmond,Richmond,VA,Virginia,51760,Richmond,37.5295,-77.4756,America/New_York
Memphis,Memphis,TN,Tennessee,47157,Shelby,35.1087,-89.9663,America/Chicago
Oklahoma City,Oklahoma City,OK,Oklahoma,40109,Oklahoma,35.4676,-97.5136,America/Chicago
Hartford,Hartford,CT,Connecticut,9110,Capitol,41.7661,-72.6834,America/New_York
Louisville,Louisville,KY,Kentucky,21111,Jefferson,38.1663,-85.6485,America/New_York
Buffalo,Buffalo,NY,New York,36029,Erie,42.9018,-78.8487,America/New_York
New Orleans,New Orleans,LA,Louisiana,22071,Orleans,30.0687,-89.9288,America/Chicago
Fort Worth,Fort Worth,TX,Texas,48439,Tarrant,32.7817,-97.3474,America/Chicago
Bridgeport,Bridgeport,CT,Connecticut,9120,Greater Bridgeport,41.1918,-73.1954,America/New_York
Tucson,Tucson,AZ,Arizona,4019,Pima,32.1541,-110.8787,America/Phoenix
El Paso,El Paso,TX,Texas,48141,El Paso,31.8476,-106.43,America/Denver
Omaha,Omaha,NE,Nebraska,31055,Douglas,41.2627,-96.0529,America/Chicago
McAllen,McAllen,TX,Texas,48215,Hidalgo,26.2252,-98.2467,America/Chicago
Birmingham,Birmingham,AL,Alabama,1073,Jefferson,33.5279,-86.7971,America/Chicago
Albuquerque,Albuquerque,NM,New Mexico,35001,Bernalillo,35.1054,-106.6465,America/Denver
Tulsa,Tulsa,OK,Oklahoma,40143,Tulsa,36.1283,-95.9042,America/Chicago
Fresno,Fresno,CA,California,6019,Fresno,36.783,-119.7939,America/Los_Angeles
Charleston,Charleston,SC,South Carolina,45019,Charleston,32.8168,-79.9687,America/New_York
Rochester,Rochester,NY,New York,36055,Monroe,43.168,-77.6162,America/New_York
Dayton,Dayton,OH,Ohio,39113,Montgomery,39.7805,-84.2003,America/New_York
Cape Coral,Cape Coral,FL,Florida,12071,Lee,26.6443,-81.9957,America/New_York
Mission Viejo,Mission Viejo,CA,California,6059,Orange,33.6096,-117.6551,America/Los_Angeles
Colorado Springs,Colorado Springs,CO,Colorado,8041,El Paso,38.8674,-104.7605,America/Denver
Baton Rouge,Baton Rouge,LA,Louisiana,22033,East Baton Rouge,30.442,-91.1311,America/Chicago
Allentown,Allentown,PA,Pennsylvania,42077,Lehigh,40.5961,-75.4756,America/New_York
Ogden,Ogden,UT,Utah,49057,Weber,41.2279,-111.9682,America/Denver
Provo,Provo,UT,Utah,49049,Utah,40.2457,-111.6457,America/Denver
Knoxville,Knoxville,TN,Tennessee,47093,Knox,35.9692,-83.9496,America/New_York
Grand Rapids,Grand Rapids,MI,Michigan,26081,Kent,42.9619,-85.6562,America/Detroit
Columbia,Columbia,SC,South Carolina,45079,Richland,34.0378,-80.9036,America/New_York
Albany,Albany,NY,New York,36001,Albany,42.6664,-73.7987,America/New_York
Bakersfield,Bakersfield,CA,California,6029,Kern,35.3529,-119.0359,America/Los_Angeles
New Haven,New Haven,CT,Connecticut,9170,South Central Connecticut,41.3113,-72.9246,America/New_York
Des Moines,Des Moines,IA,Iowa,19153,Polk,41.5725,-93.6105,America/Chicago
Akron,Akron,OH,Ohio,39153,Summit,41.0798,-81.5219,America/New_York
Palm Bay,Palm Bay,FL,Florida,12009,Brevard,27.9631,-80.6593,America/New_York
Concord,Concord,CA,California,6013,Contra Costa,37.9722,-122.0016,America/Los_Angeles
Wichita,Wichita,KS,Kansas,20173,Sedgwick,37.6895,-97.3443,America/Chicago
Mesa,Mesa,AZ,Arizona,4013,Maricopa,33.4015,-111.7178,America/Phoenix
Harrisburg,Harrisburg,PA,Pennsylvania,42043,Dauphin,40.2752,-76.8843,America/New_York
Staten Island,Staten Island,NY,New York,36085,Richmond,40.5834,-74.1496,America/New_York
Toledo,Toledo,OH,Ohio,39095,Lucas,41.6638,-83.5827,America/New_York
Worcester,Worcester,MA,Massachusetts,25027,Worcester,42.2705,-71.8079,America/New_York
Long Beach,Long Beach,CA,California,6037,Los Angeles,33.7977,-118.167,America/Los_Angeles
Port St. Lucie,Port St. Lucie,FL,Florida,12111,St. Lucie,27.2796,-80.3884,America/New_York
Little Rock,Little Rock,AR,Arkansas,5119,Pulaski,34.7256,-92.3577,America/Chicago
Reno,Reno,NV,Nevada,32031,Washoe,39.5497,-119.8483,America/Los_Angeles
Spokane,Spokane,WA,Washington,53063,Spokane,47.6671,-117.433,America/Los_Angeles
Madison,Madison,WI,Wisconsin,55025,Dane,43.0822,-89.393,America/Chicago
Boise,Boise,ID,Idaho,16001,Ada,43.6005,-116.2308,America/Boise
Bonita Springs,Bonita Springs,FL,Florida,12071,Lee,26.3558,-81.7859,America/New_York
Denton,Denton,TX,Texas,48121,Denton,33.2175,-97.1418,America/Chicago
Oakland,Oakland,CA,California,6001,Alameda,37.7904,-122.2166,America/Los_Angeles
Springfield,Springfield,MA,Massachusetts,25013,Hampden,42.1155,-72.5395,America/New_York
Augusta,Augusta,GA,Georgia,13245,Richmond,33.3645,-82.0708,America/New_York
Kissimmee,Kissimmee,FL,Florida,12097,Osceola,28.3041,-81.4169,America/New_York
Winston-Salem,Winston-Salem,NC,North Carolina,37067,Forsyth,36.1029,-80.261,America/New_York
Stockton,Stockton,CA,California,6077,San Joaquin,37.9765,-121.3109,America/Los_Angeles
Syracuse,Syracuse,NY,New York,36067,Onondaga,43.0407,-76.1437,America/New_York
Chattanooga,Chattanooga,TN,Tennessee,47065,Hamilton,35.066,-85.2481,America/New_York
Lancaster,Lancaster,PA,Pennsylvania,42071,Lancaster,40.042,-76.3012,America/New_York
Greenville,Greenville,SC,South Carolina,45045,Greenville,34.8354,-82.3646,America/New_York
Durham,Durham,NC,North Carolina,37063,Durham,35.9792,-78.9022,America/New_York
Pensacola,Pensacola,FL,Florida,12033,Escambia,30.4413,-87.1911,America/Chicago
Fayetteville,Fayetteville,AR,Arkansas,5143,Washington,36.0714,-94.1661,America/Chicago
Arlington,Arlington,TX,Texas,48439,Tarrant,32.6998,-97.125,America/Chicago
Aurora,Aurora,CO,Colorado,8005,Arapahoe,39.7083,-104.7237,America/Denver
Oxnard,Oxnard,CA,California,6111,Ventura,34.1964,-119.1815,America/Los_Angeles
Indio,Indio,CA,California,6065,Riverside,33.7346,-116.2346,America/Los_Angeles
Scranton,Scranton,PA,Pennsylvania,42069,Lackawanna,41.4044,-75.6649,America/New_York
Victorville,Victorville,CA,California,6071,San Bernardino,34.5277,-117.3536,America/Los_Angeles
Trenton,Trenton,NJ,New Jersey,34021,Mercer,40.2237,-74.7641,America/New_York
Modesto,Modesto,CA,California,6099,Stanislaus,37.6375,-121.0028,America/Los_Angeles
Huntsville,Huntsville,AL,Alabama,1089,Madison,34.6981,-86.6412,America/Chicago
Honolulu,Honolulu,HI,Hawaii,15003,Honolulu,21.3294,-157.846,Pacific/Honolulu
Greensboro,Greensboro,NC,North Carolina,37081,Guilford,36.0956,-79.8271,America/New_York
Anaheim,Anaheim,CA,California,6059,Orange,33.839,-117.8574,America/Los_Angeles
Corpus Christi,Corpus Christi,TX,Texas,48355,Nueces,27.7254,-97.3767,America/Chicago
Fort Wayne,Fort Wayne,IN,Indiana,18003,Allen,41.0888,-85.1436,America/Indiana/Indianapolis
Fort Collins,Fort Collins,CO,Colorado,8069,Larimer,40.5477,-105.0656,America/Denver
Jackson,Jackson,MS,Mississippi,28049,Hinds,32.3157,-90.2125,America/Chicago
Myrtle Beach,Myrtle Beach,SC,South Carolina,45051,Horry,33.7094,-78.8844,America/New_York
Fayetteville,Fayetteville,NC,North Carolina,37051,Cumberland,35.085,-78.9772,America/New_York
Antioch,Antioch,CA,California,6013,Contra Costa,37.9787,-121.796,America/Los_Angeles
Lansing,Lansing,MI,Michigan,26065,Ingham,42.7142,-84.5601,America/Detroit
Lexington,Lexington,KY,Kentucky,21067,Fayette,38.0423,-84.4587,America/New_York
Mobile,Mobile,AL,Alabama,1097,Mobile,30.6782,-88.1162,America/Chicago
Youngstown,Youngstown,OH,Ohio,39099,Mahoning,41.0993,-80.6463,America/New_York
Henderson,Henderson,NV,Nevada,32003,Clark,36.0133,-115.0381,America/Los_Angeles
Savannah,Savannah,GA,Georgia,13051,Chatham,32.0286,-81.1821,America/New_York
Poughkeepsie,Poughkeepsie,NY,New York,36027,Dutchess,41.695,-73.9211,America/New_York
Santa Ana,Santa Ana,CA,California,6059,Orange,33.7367,-117.8819,America/Los_Angeles
Ann Arbor,Ann Arbor,MI,Michigan,26161,Washtenaw,42.2759,-83.731,America/Detroit
St. Paul,St. Paul,MN,Minnesota,27123,Ramsey,44.9478,-93.1039,America/Chicago
Newark,Newark,NJ,New Jersey,34013,Essex,40.7245,-74.1725,America/New_York
Irvine,Irvine,CA,California,6059,Orange,33.6772,-117.7738,America/Los_Angeles
Santa Rosa,Santa Rosa,CA,California,6097,Sonoma,38.4458,-122.7067,America/Los_Angeles
Canton,Canton,OH,Ohio,39151,Stark,40.8078,-81.3676,America/New_York
Asheville,Asheville,NC,North Carolina,37021,Buncombe,35.5707,-82.5537,America/New_York
Flint,Flint,MI,Michigan,26049,Genesee,43.0236,-83.6921,America/Detroit
Winter Haven,Winter Haven,FL,Florida,12105,Polk,28.0118,-81.7014,America/New_York
Anchorage,Anchorage,AK,Alaska,2020,Anchorage,61.1508,-149.1091,America/Anchorage
Lincoln,Lincoln,NE,Nebraska,31109,Lancaster,40.8099,-96.6784,America/Chicago
Concord,Concord,NC,North Carolina,37025,Cabarrus,35.3933,-80.6369,America/New_York
Jersey City,Jersey City,NJ,New Jersey,34017,Hudson,40.7184,-74.0686,America/New_York
Springfield,Springfield,MO,Missouri,29077,Greene,37.1943,-93.2916,America/Chicago
Plano,Plano,TX,Texas,48085,Collin,33.0502,-96.7486,America/Chicago
Shreveport,Shreveport,LA,Louisiana,22017,Caddo,32.4653,-93.7955,America/Chicago
Davenport,Davenport,IA,Iowa,19163,Scott,41.5565,-90.6053,America/Chicago
Lubbock,Lubbock,TX,Texas,48303,Lubbock,33.5657,-101.8879,America/Chicago
Lakeland,Lakeland,FL,Florida,12105,Polk,28.0557,-81.9545,America/New_York
South Bend,South Bend,IN,Indiana,18141,St. Joseph,41.6767,-86.2696,America/Indiana/Indianapolis
Chula Vista,Chula Vista,CA,California,6073,San Diego,32.6281,-117.0144,America/Los_Angeles
Chandler,Chandler,AZ,Arizona,4013,Maricopa,33.2825,-111.8514,America/Phoenix
Rockford,Rockford,IL,Illinois,17201,Winnebago,42.2596,-89.064,America/Chicago
Reading,Reading,PA,Pennsylvania,42011,Berks,40.34,-75.9267,America/New_York
Eugene,Eugene,OR,Oregon,41039,Lane,44.0564,-123.1174,America/Los_Angeles
Wilmington,Wilmington,NC,North Carolina,37129,New Hanover,34.2099,-77.8866,America/New_York
Santa Clarita,Santa Clarita,CA,California,6037,Los Angeles,34.4175,-118.4964,America/Los_Angeles
Gilbert,Gilbert,AZ,Arizona,4013,Maricopa,33.31,-111.7463,America/Phoenix
Salem,Salem,OR,Oregon,41047,Marion,44.9233,-123.0244,America/Los_Angeles
Killeen,Killeen,TX,Texas,48027,Bell,31.0753,-97.7297,America/Chicago
Round Lake Beach,Round Lake Beach,IL,Illinois,17097,Lake,42.3791,-88.0811,America/Chicago
Columbus,Columbus,GA,Georgia,13215,Muscogee,32.51,-84.8771,America/New_York
North Las Vegas,North Las Vegas,NV,Nevada,32003,Clark,36.2883,-115.0888,America/Los_Angeles
Kennewick,Kennewick,WA,Washington,53005,Benton,46.1978,-119.1732,America/Los_Angeles
St. Petersburg,St. Petersburg,FL,Florida,12103,Pinellas,27.7931,-82.6652,America/New_York
Tallahassee,Tallahassee,FL,Florida,12073,Leon,30.4551,-84.2527,America/New_York
Laredo,Laredo,TX,Texas,48479,Webb,27.5625,-99.4874,America/Chicago
Irving,Irving,TX,Texas,48113,Dallas,32.8583,-96.9702,America/Chicago
Peoria,Peoria,IL,Illinois,17143,Peoria,40.752,-89.6154,America/Chicago
Montgomery,Montgomery,AL,Alabama,1101,Montgomery,32.3482,-86.2668,America/Chicago
Chesapeake,Chesapeake,VA,Virginia,51550,Chesapeake,36.6778,-76.3023,America/New_York
Glendale,Glendale,AZ,Arizona,4013,Maricopa,33.5791,-112.2311,America/Phoenix
York,York,PA,Pennsylvania,42133,York,39.9651,-76.7315,America/New_York
Nashua,Nashua,NH,New Hampshire,33011,Hillsborough,42.7491,-71.491,America/New_York
Garland,Garland,TX,Texas,48113,Dallas,32.91,-96.6304,America/Chicago
Scottsdale,Scottsdale,AZ,Arizona,4013,Maricopa,33.6872,-111.8651,America/Phoenix
Lafayette,Lafayette,LA,Louisiana,22055,Lafayette,30.2082,-92.0325,America/Chicago
Norfolk,Norfolk,VA,Virginia,51710,Norfolk,36.8945,-76.259,America/New_York
Arlington,Arlington,VA,Virginia,51013,Arlington,38.8786,-77.1011,America/New_York
Appleton,Appleton,WI,Wisconsin,55087,Outagamie,44.278,-88.3892,America/Chicago
Aguadilla,Aguadilla,PR,Puerto Rico,72005,Aguadilla,18.4382,-67.1537,America/Puerto_Rico
Rock Hill,Rock Hill,SC,South Carolina,45091,York,34.9415,-81.0241,America/New_York
Fremont,Fremont,CA,California,6001,Alameda,37.5265,-121.9843,America/Los_Angeles
Fargo,Fargo,ND,North Dakota,38017,Cass,46.8651,-96.8292,America/Chicago
Gulfport,Gulfport,MS,Mississippi,28047,Harrison,30.4274,-89.0704,America/Chicago
Bremerton,Bremerton,WA,Washington,53035,Kitsap,47.5436,-122.7121,America/Los_Angeles
Green Bay,Green Bay,WI,Wisconsin,55009,Brown,44.5148,-87.9895,America/Chicago
Enterprise,Enterprise,NV,Nevada,32003,Clark,36.0091,-115.2278,America/Los_Angeles
Hialeah,Hialeah,FL,Florida,12086,Miami-Dade,25.8696,-80.3045,America/New_York
Deltona,Deltona,FL,Florida,12127,Volusia,28.905,-81.2137,America/New_York
San Bernardino,San Bernardino,CA,California,6071,San Bernardino,34.1416,-117.2943,America/Los_Angeles
Gainesville,Gainesville,FL,Florida,12001,Alachua,29.6804,-82.3459,America/New_York
Spring Valley,Spring Valley,NV,Nevada,32003,Clark,36.0952,-115.2636,America/Los_Angeles
Tacoma,Tacoma,WA,Washington,53053,Pierce,47.2431,-122.4531,America/Los_Angeles
Roanoke,Roanoke,VA,Virginia,51770,Roanoke,37.2785,-79.9581,America/New_York
Brownsville,Brownsville,TX,Texas,48061,Cameron,25.9975,-97.458,America/Chicago
College Station,College Station,TX,Texas,48041,Brazos,30.5852,-96.2959,America/Chicago
Olympia,Olympia,WA,Washington,53067,Thurston,47.0417,-122.8959,America/Los_Angeles
Clarksville,Clarksville,TN,Tennessee,47125,Montgomery,36.5692,-87.3413,America/Chicago
Yonkers,Yonkers,NY,New York,36119,Westchester,40.9466,-73.8673,America/New_York
Moreno Valley,Moreno Valley,CA,California,6065,Riverside,33.9244,-117.2045,America/Los_Angeles
Thousand Oaks,Thousand Oaks,CA,California,6111,Ventura,34.1914,-118.8756,America/Los_Angeles
Portland,Portland,ME,Maine,23005,Cumberland,43.6773,-70.2715,America/New_York
Fontana,Fontana,CA,California,6071,San Bernardino,34.0968,-117.4599,America/Los_Angeles
Hickory,Hickory,NC,North Carolina,37035,Catawba,35.741,-81.3223,America/New_York
Amarillo,Amarillo,TX,Texas,48375,Potter,35.1984,-101.8316,America/Chicago
Sioux Falls,Sioux Falls,SD,South Dakota,46099,Minnehaha,43.5396,-96.7311,America/Chicago
Evansville,Evansville,IN,Indiana,18163,Vanderburgh,37.9881,-87.5341,America/Chicago
Huntington,Huntington,WV,West Virginia,54011,Cabell,38.4109,-82.4345,America/New_York
Waterbury,Waterbury,CT,Connecticut,9140,Naugatuck Valley,41.5582,-73.0361,America/New_York
Frisco,Frisco,TX,Texas,48085,Collin,33.156,-96.8216,America/Chicago
Lorain,Lorain,OH,Ohio,39093,Lorain,41.4409,-82.184,America/New_York
Kalamazoo,Kalamazoo,MI,Michigan,26077,Kalamazoo,42.2749,-85.5882,America/Detroit
Galveston,Galveston,TX,Texas,48167,Galveston,29.2484,-94.8913,America/Chicago
Spartanburg,Spartanburg,SC,South Carolina,45083,Spartanburg,34.9442,-81.9251,America/New_York
Santa Barbara,Santa Barbara,CA,California,6083,Santa Barbara,34.4285,-119.7202,America/Los_Angeles
Sunrise Manor,Sunrise Manor,NV,Nevada,32003,Clark,36.1783,-115.0487,America/Los_Angeles
Huntington Beach,Huntington Beach,CA,California,6059,Orange,33.696,-118.0018,America/Los_Angeles
Grand Prairie,Grand Prairie,TX,Texas,48113,Dallas,32.6871,-97.0208,America/Chicago
Overland Park,Overland Park,KS,Kansas,20091,Johnson,38.887,-94.687,America/Chicago
McKinney,McKinney,TX,Texas,48085,Collin,33.2016,-96.667,America/Chicago
Waco,Waco,TX,Texas,48309,McLennan,31.5599,-97.1882,America/Chicago
Hagerstown,Hagerstown,MD,Maryland,24043,Washington,39.6401,-77.7217,America/New_York
Glendale,Glendale,CA,California,6037,Los Angeles,34.1819,-118.2468,America/Los_Angeles
Nampa,Nampa,ID,Idaho,16027,Canyon,43.5844,-116.5638,America/Boise
Peoria,Peoria,AZ,Arizona,4013,Maricopa,33.7843,-112.2989,America/Phoenix
Cedar Rapids,Cedar Rapids,IA,Iowa,19113,Linn,41.9662,-91.6783,America/Chicago
Vancouver,Vancouver,WA,Washington,53011,Clark,45.6366,-122.5967,America/Los_Angeles
Paradise,Paradise,NV,Nevada,32003,Clark,36.0872,-115.1355,America/Los_Angeles
Ocala,Ocala,FL,Florida,12083,Marion,29.178,-82.1511,America/New_York
Erie,Erie,PA,Pennsylvania,42049,Erie,42.1167,-80.0733,America/New_York
Newport News,Newport News,VA,Virginia,51700,Newport News,37.1051,-76.5185,America/New_York
Frederick,Frederick,MD,Maryland,24021,Frederick,39.4337,-77.4141,America/New_York
Murfreesboro,Murfreesboro,TN,Tennessee,47149,Rutherford,35.849,-86.4121,America/Chicago
Fort Lauderdale,Fort Lauderdale,FL,Florida,12011,Broward,26.1412,-80.1464,America/New_York
Aurora,Aurora,IL,Illinois,17089,Kane,41.7638,-88.2902,America/Chicago
Tempe,Tempe,AZ,Arizona,4013,Maricopa,33.3881,-111.9319,America/Phoenix
Danbury,Danbury,CT,Connecticut,9190,Western Connecticut,41.4015,-73.4709,America/New_York
Spring Hill,Spring Hill,FL,Florida,12053,Hernando,28.4798,-82.53,America/New_York
Gastonia,Gastonia,NC,North Carolina,37071,Gaston,35.2494,-81.1854,America/New_York
Salinas,Salinas,CA,California,6053,Monterey,36.6883,-121.6317,America/Los_Angeles
Fredericksburg,Fredericksburg,VA,Virginia,51630,Fredericksburg,38.2992,-77.4872,America/New_York
Ontario,Ontario,CA,California,6071,San Bernardino,34.0393,-117.6064,America/Los_Angeles
Elk Grove,Elk Grove,CA,California,6067,Sacramento,38.4161,-121.3842,America/Los_Angeles
Gainesville,Gainesville,GA,Georgia,13139,Hall,34.2902,-83.8294,America/New_York
Cary,Cary,NC,North Carolina,37183,Wake,35.7819,-78.8195,America/New_York
Rancho Cucamonga,Rancho Cucamonga,CA,California,6071,San Bernardino,34.1247,-117.5667,America/Los_Angeles
Oceanside,Oceanside,CA,California,6073,San Diego,33.2247,-117.3083,America/Los_Angeles
Garden Grove,Garden Grove,CA,California,6059,Orange,33.7787,-117.9601,America/Los_Angeles
Lancaster,Lancaster,CA,California,6037,Los Angeles,34.6935,-118.1753,America/Los_Angeles
Hemet,Hemet,CA,California,6065,Riverside,33.7341,-116.9969,America/Los_Angeles
Pembroke Pines,Pembroke Pines,FL,Florida,12011,Broward,26.0128,-80.3382,America/New_York
Panama City,Panama City,FL,Florida,12005,Bay,30.1995,-85.6003,America/Chicago
Vallejo,Vallejo,CA,California,6095,Solano,38.1125,-122.2342,America/Los_Angeles
Manchester,Manchester,NH,New Hampshire,33011,Hillsborough,42.9848,-71.4447,America/New_York
Medford,Medford,OR,Oregon,41029,Jackson,42.3372,-122.854,America/Los_Angeles
Bayamón,Bayamon,PR,Puerto Rico,72021,Bayamón,18.3794,-66.1635,America/Puerto_Rico
Mauldin,Mauldin,SC,South Carolina,45045,Greenville,34.7821,-82.3032,America/New_York
Santa Cruz,Santa Cruz,CA,California,6087,Santa Cruz,36.9789,-122.0346,America/Los_Angeles
Palmdale,Palmdale,CA,California,6037,Los Angeles,34.5944,-118.1057,America/Los_Angeles
Norwich,Norwich,CT,Connecticut,9180,Southeastern Connecticut,41.5495,-72.0882,America/New_York
Muskegon,Muskegon,MI,Michigan,26121,Muskegon,43.2281,-86.2562,America/Detroit
Leesburg,Leesburg,FL,Florida,12069,Lake,28.7672,-81.8962,America/New_York
High Point,High Point,NC,North Carolina,37081,Guilford,35.991,-79.9937,America/New_York
Tuscaloosa,Tuscaloosa,AL,Alabama,1125,Tuscaloosa,33.2348,-87.5268,America/Chicago
Visalia,Visalia,CA,California,6107,Tulare,36.3276,-119.3269,America/Los_Angeles
Marysville,Marysville,WA,Washington,53061,Snohomish,48.0809,-122.1561,America/Los_Angeles
Merced,Merced,CA,California,6047,Merced,37.3057,-120.4779,America/Los_Angeles
Hayward,Hayward,CA,California,6001,Alameda,37.6328,-122.0766,America/Los_Angeles
Lafayette,Lafayette,IN,Indiana,18157,Tippecanoe,40.3991,-86.8593,America/Indiana/Indianapolis
Springfield,Springfield,IL,Illinois,17167,Sangamon,39.7709,-89.654,America/Chicago
Corona,Corona,CA,California,6065,Riverside,33.8616,-117.5649,America/Los_Angeles
Paterson,Paterson,NJ,New Jersey,34031,Passaic,40.9147,-74.1624,America/New_York
Alexandria,Alexandria,VA,Virginia,51510,Alexandria,38.8185,-77.0861,America/New_York
Macon,Macon,GA,Georgia,13021,Bibb,32.8065,-83.6974,America/New_York
Binghamton,Binghamton,NY,New York,36007,Broome,42.1014,-75.9093,America/New_York
Lakewood,Lakewood,CO,Colorado,8059,Jefferson,39.6977,-105.1172,America/Denver
Kansas City,Kansas City,KS,Kansas,20209,Wyandotte,39.1235,-94.7443,America/Chicago
Odessa,Odessa,TX,Texas,48135,Ector,31.8801,-102.3448,America/Chicago
Sunnyvale,Sunnyvale,CA,California,6085,Santa Clara,37.3836,-122.0255,America/Los_Angeles
New Bedford,New Bedford,MA,Massachusetts,25005,Bristol,41.6697,-70.9428,America/New_York
Hollywood,Hollywood,FL,Florida,12011,Broward,26.0293,-80.1679,America/New_York
South Lyon,South Lyon,MI,Michigan,26125,Oakland,42.4614,-83.6526,America/Detroit
Escondido,Escondido,CA,California,6073,San Diego,33.1348,-117.0723,America/Los_Angeles
Lake Charles,Lake Charles,LA,Louisiana,22019,Calcasieu,30.201,-93.2111,America/Chicago
Pasadena,Pasadena,TX,Texas,48201,Harris,29.6575,-95.1498,America/Chicago
Bellevue,Bellevue,WA,Washington,53033,King,47.5951,-122.1535,America/Los_Angeles
Joliet,Joliet,IL,Illinois,17197,Will,41.5188,-88.1499,America/Chicago
Champaign,Champaign,IL,Illinois,17019,Champaign,40.1142,-88.2737,America/Chicago
Pomona,Pomona,CA,California,6037,Los Angeles,34.0585,-117.7626,America/Los_Angeles
Fairfield,Fairfield,CA,California,6095,Solano,38.2583,-122.0335,America/Los_Angeles
Mesquite,Mesquite,TX,Texas,48113,Dallas,32.7602,-96.5865,America/Chicago
Elkhart,Elkhart,IN,Indiana,18039,Elkhart,41.6916,-85.9627,America/Indiana/Indianapolis
Naperville,Naperville,IL,Illinois,17043,DuPage,41.748,-88.1659,America/Chicago
St. George,St. George,UT,Utah,49053,Washington,37.0758,-113.5752,America/Denver
