"","name","common_name","SPEC","project_code"
"1902","12-4","Great-tailed Grackle","GTGR","EBIRD"
"1903","12-4","Green Heron","GRHE","EBIRD"
"1904","12-4","House Finch","HOFI","EBIRD"
"1905","12-4","House Sparrow","HOSP","EBIRD"
"1906","12-4","Hutton's Vireo","HUVI","EBIRD"
"1907","12-4","Killdeer","KILL","EBIRD"
"1908","12-4","Mallard","MALL","EBIRD"
"1909","12-4","Nuttall's Woodpecker","NUWO","EBIRD"
"1910","12-4","Oak Titmouse","OATI","EBIRD"
"1911","12-4","Orange-crowned Warbler","OCWA","EBIRD"
"1912","12-4","Pacific-slope Flycatcher","PSFL","EBIRD"
"1913","12-4","Pied-billed Grebe","PBGR","EBIRD"
"1914","12-4","Pileated Woodpecker","PIWO","EBIRD"
"1915","12-4","Red-shouldered Hawk","RSHA","EBIRD"
"1916","12-4","Red-tailed Hawk","RTHA","EBIRD"
"1917","12-4","Red-winged Blackbird","RWBL","EBIRD"
"1918","12-4","Spotted Towhee","SPTO","EBIRD"
"1919","12-4","Violet-green Swallow","VGSW","EBIRD"
"1920","12-4","Warbling Vireo","WAVI","EBIRD"
"1921","12-4","Wild Turkey","WITU","EBIRD"
"1922","12-5","Allen's Hummingbird","ALHU","EBIRD"
"1923","12-5","American Crow","AMCR","EBIRD"
"1924","12-5","American Robin","AMRO","EBIRD"
"1925","12-5","Ash-throated Flycatcher","ATFL","EBIRD"
"1926","12-5","Barn Swallow","BARS","EBIRD"
"1927","12-5","Bewick's Wren","BEWR","EBIRD"
"1928","12-5","Black Phoebe","BLPH","EBIRD"
"1929","12-5","Blue-gray Gnatcatcher","BGGN","EBIRD"
"1930","12-5","Bushtit","BUSH","EBIRD"
"1931","12-5","California Quail","CAQU","EBIRD"
"1932","12-5","Chestnut-backed Chickadee","CBCH","EBIRD"
"1933","12-5","Cliff Swallow","CLSW","EBIRD"
"1934","12-5","Common Raven","CORA","EBIRD"
"1935","12-5","Dark-eyed Junco","DEJU","EBIRD"
"1936","12-5","Downy Woodpecker","DOWO","EBIRD"
"1937","12-5","Hooded Oriole","HOOR","EBIRD"
"1938","12-5","Horned Lark","HOLA","EBIRD"
"1939","12-5","House Finch","HOFI","EBIRD"
"1940","12-5","Hutton's Vireo","HUVI","EBIRD"
"1941","12-5","Lark Sparrow","LASP","EBIRD"
"1942","12-5","Nuttall's Woodpecker","NUWO","EBIRD"
"1943","12-5","Oak Titmouse","OATI","EBIRD"
"1944","12-5","Orange-crowned Warbler","OCWA","EBIRD"
"1945","12-5","Pacific-slope Flycatcher","PSFL","EBIRD"
"1946","12-5","Pileated Woodpecker","PIWO","EBIRD"
"1947","12-5","Red-tailed Hawk","RTHA","EBIRD"
"1948","12-5","Spotted Towhee","SPTO","EBIRD"
"1949","12-5","Violet-green Swallow","VGSW","EBIRD"
"1950","12-5","Warbling Vireo","WAVI","EBIRD"
"1951","12-5","Western Bluebird","WEBL","EBIRD"
"1952","12-5","Wild Turkey","WITU","EBIRD"
"1953","12-6","Allen's Hummingbird","ALHU","EBIRD"
"1954","12-6","American Coot","AMCO","EBIRD"
"1955","12-6","American Crow","AMCR","EBIRD"
"1956","12-6","American Kestrel","AMKE","EBIRD"
"1957","12-6","American Robin","AMRO","EBIRD"
"1958","12-6","Anna's Hummingbird","ANHU","EBIRD"
"1959","12-6","Ash-throated Flycatcher","ATFL","EBIRD"
"1960","12-6","Barn Swallow","BARS","EBIRD"
"1961","12-6","Bewick's Wren","BEWR","EBIRD"
"1962","12-6","Blue-gray Gnatcatcher","BGGN","EBIRD"
"1963","12-6","Bushtit","BUSH","EBIRD"
"1964","12-6","California Quail","CAQU","EBIRD"
"1965","12-6","Canada Goose","CANG","EBIRD"
"1966","12-6","Chestnut-backed Chickadee","CBCH","EBIRD"
"1967","12-6","Common Gallinule","COGA","EBIRD"
"1968","12-6","Common Raven","CORA","EBIRD"
"1969","12-6","Dark-eyed Junco","DEJU","EBIRD"
"1970","12-6","Downy Woodpecker","DOWO","EBIRD"
"1971","12-6","Gadwall","GADW","EBIRD"
"1972","12-6","Great-tailed Grackle","GTGR","EBIRD"
"1973","12-6","House Finch","HOFI","EBIRD"
"1974","12-6","Hutton's Vireo","HUVI","EBIRD"
"1975","12-6","Killdeer","KILL","EBIRD"
"1976","12-6","Mallard","MALL","EBIRD"
"1977","12-6","Nuttall's Woodpecker","NUWO","EBIRD"
"1978","12-6","Orange-crowned Warbler","OCWA","EBIRD"
"1979","12-6","Pacific-slope Flycatcher","PSFL","EBIRD"
"1980","12-6","Pied-billed Grebe","PBGR","EBIRD"
"1981","12-6","Pileated Woodpecker","PIWO","EBIRD"
"1982","12-6","Red-winged Blackbird","RWBL","EBIRD"
"1983","12-6","Spotted Towhee","SPTO","EBIRD"
"1984","12-6","Violet-green Swallow","VGSW","EBIRD"
"1985","12-6","Warbling Vireo","WAVI","EBIRD"
"1986","12-6","Wild Turkey","WITU","EBIRD"
"1987","12-7","Anna's Hummingbird","ANHU","EBIRD"
"1988","12-7","Ash-throated Flycatcher","ATFL","EBIRD"
"1989","12-7","Barn Swallow","BARS","EBIRD"
"1990","12-7","Black Phoebe","BLPH","EBIRD"
"1991","12-7","Brown-headed Cowbird","BHCO","EBIRD"
"1992","12-7","California Quail","CAQU","EBIRD"
"1993","12-7","California Towhee","CALT","EBIRD"
"1994","12-7","Cliff Swallow","CLSW","EBIRD"
"1995","12-7","Common Raven","CORA","EBIRD"
"1996","12-7","Dark-eyed Junco","DEJU","EBIRD"
"1997","12-7","European Starling","EUST","EBIRD"
"1998","12-7","Grasshopper Sparrow","GRSP","EBIRD"
"1999","12-7","Horned Lark","HOLA","EBIRD"
"2000","12-7","House Finch","HOFI","EBIRD"
"2001","12-7","Lark Sparrow","LASP","EBIRD"
"2002","12-7","Lazuli Bunting","LAZB","EBIRD"
"2003","12-7","Lesser Goldfinch","LEGO","EBIRD"
"2004","12-7","Orange-crowned Warbler","OCWA","EBIRD"
"2005","12-7","Purple Finch","PUFI","EBIRD"
"2006","12-7","Red-shouldered Hawk","RSHA","EBIRD"
"2007","12-7","Red-tailed Hawk","RTHA","EBIRD"
"2008","12-7","Rufous-crowned Sparrow","RCSP","EBIRD"
"2009","12-7","Spotted Towhee","SPTO","EBIRD"
"2010","12-7","Western Bluebird","WEBL","EBIRD"
"2011","12-8","American Kestrel","AMKE","EBIRD"
"2012","12-8","Anna's Hummingbird","ANHU","EBIRD"
"2013","12-8","Bushtit","BUSH","EBIRD"
"2014","12-8","Chestnut-backed Chickadee","CBCH","EBIRD"
"2015","12-8","Cliff Swallow","CLSW","EBIRD"
"2016","12-8","Dark-eyed Junco","DEJU","EBIRD"
"2017","12-8","House Finch","HOFI","EBIRD"
"2018","12-8","Hutton's Vireo","HUVI","EBIRD"
"2019","12-8","Lark Sparrow","LASP","EBIRD"
"2020","12-8","Lesser Goldfinch","LEGO","EBIRD"
"2021","12-8","Mourning Dove","MODO","EBIRD"
"2022","12-8","Oak Titmouse","OATI","EBIRD"
"2023","12-8","Orange-crowned Warbler","OCWA","EBIRD"
"2024","12-8","Pileated Woodpecker","PIWO","EBIRD"
"2025","12-8","Spotted Towhee","SPTO","EBIRD"
"2026","12-8","Warbling Vireo","WAVI","EBIRD"
"2027","12-8","Wild Turkey","WITU","EBIRD"
"2028","12-9","Anna's Hummingbird","ANHU","EBIRD"
"2029","12-9","Ash-throated Flycatcher","ATFL","EBIRD"
"2030","12-9","Barn Swallow","BARS","EBIRD"
"2031","12-9","Black Phoebe","BLPH","EBIRD"
"2032","12-9","Blue-gray Gnatcatcher","BGGN","EBIRD"
"2033","12-9","Brown-headed Cowbird","BHCO","EBIRD"
"2034","12-9","Brown Creeper","BRCR","EBIRD"
"2035","12-9","California Quail","CAQU","EBIRD"
"2036","12-9","California Towhee","CALT","EBIRD"
"2037","12-9","Cliff Swallow","CLSW","EBIRD"
"2038","12-9","Common Raven","CORA","EBIRD"
"2039","12-9","Dark-eyed Junco","DEJU","EBIRD"
"2040","12-9","European Starling","EUST","EBIRD"
"2041","12-9","Grasshopper Sparrow","GRSP","EBIRD"
"2042","12-9","Horned Lark","HOLA","EBIRD"
"2043","12-9","House Finch","HOFI","EBIRD"
"2044","12-9","Lark Sparrow","LASP","EBIRD"
"2045","12-9","Lazuli Bunting","LAZB","EBIRD"
"2046","12-9","Lesser Goldfinch","LEGO","EBIRD"
"2047","12-9","Oak Titmouse","OATI","EBIRD"
"2048","12-9","Orange-crowned Warbler","OCWA","EBIRD"
"2049","12-9","Purple Finch","PUFI","EBIRD"
"2050","12-9","Red-shouldered Hawk","RSHA","EBIRD"
"2051","12-9","Red-tailed Hawk","RTHA","EBIRD"
"2052","12-9","Rufous-crowned Sparrow","RCSP","EBIRD"
"2053","12-9","Savannah Sparrow","SAVS","EBIRD"
"2054","12-9","Spotted Towhee","SPTO","EBIRD"
"2055","12-9","Western Bluebird","WEBL","EBIRD"
"2056","12-9","Western Meadowlark","WEME","EBIRD"
"2057","12-9","Wild Turkey","WITU","EBIRD"
"2058","13-1","Allen's Hummingbird","ALHU","EBIRD"
"2059","13-1","American Crow","AMCR","EBIRD"
"2060","13-1","American Robin","AMRO","EBIRD"
"2061","13-1","Ash-throated Flycatcher","ATFL","EBIRD"
"2062","13-1","Barn Swallow","BARS","EBIRD"
"2063","13-1","Black-headed Grosbeak","BHGR","EBIRD"
"2064","13-1","Black-throated Gray Warbler","BTYW","EBIRD"
"2065","13-1","Black Phoebe","BLPH","EBIRD"
"2066","13-1","Bushtit","BUSH","EBIRD"
"2067","13-1","California Quail","CAQU","EBIRD"
"2068","13-1","California Scrub-Jay","CASJ","EBIRD"
"2069","13-1","California Towhee","CALT","EBIRD"
"2070","13-1","Chestnut-backed Chickadee","CBCH","EBIRD"
"2071","13-1","Dark-eyed Junco","DEJU","EBIRD"
"2072","13-1","European Starling","EUST","EBIRD"
"2073","13-1","House Finch","HOFI","EBIRD"
"2074","13-1","Hutton's Vireo","HUVI","EBIRD"
"2075","13-1","Killdeer","KILL","EBIRD"
"2076","13-1","Mallard","MALL","EBIRD"
"2077","13-1","Oak Titmouse","OATI","EBIRD"
"2078","13-1","Orange-crowned Warbler","OCWA","EBIRD"
"2079","13-1","Pacific-slope Flycatcher","PSFL","EBIRD"
"2080","13-1","Pileated Woodpecker","PIWO","EBIRD"
"2081","13-1","Pine Siskin","PISI","EBIRD"
"2082","13-1","Purple Finch","PUFI","EBIRD"
"2083","13-1","Pygmy Nuthatch","PYNU","EBIRD"
"2084","13-1","Red-shouldered Hawk","RSHA","EBIRD"
"2085","13-1","Red-tailed Hawk","RTHA","EBIRD"
"2086","13-1","Snowy Egret","SNEG","EBIRD"
"2087","13-1","Song Sparrow","SOSP","EBIRD"
"2088","13-1","Spotted Towhee","SPTO","EBIRD"
"2089","13-1","Steller's Jay","STJA","EBIRD"
"2090","13-1","Tree Swallow","TRES","EBIRD"
"2091","13-1","Violet-green Swallow","VGSW","EBIRD"
"2092","13-1","Western Bluebird","WEBL","EBIRD"
"2093","13-1","Western Screech-Owl","WESO","EBIRD"
"2094","13-1","Wild Turkey","WITU","EBIRD"
